LEFT_KNEE_ANGLE,RIGHT_KNEE_ANGLE,delta_left_knee_angle,delta_right_knee_angle,shoulder_distance,hip_distance,ankle_distance,hip_distance_velocity,ankle_distance_velocity,hip_distance_acceleration,ankle_distance_acceleration,COM_x_velocity,COM_y_velocity,COM_x_acceleration,COM_y_acceleration,annotation
172.6673565755069,177.08356019626038,0.0,0.0,0.11371419652205596,0.06508327729984378,0.08922434775163543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Still
175.29534510827236,175.99393990583374,2.627988532765471,-1.0896202904266374,0.11387356950763405,0.06557518286785109,0.08741239530524772,0.014906229333554807,-0.05490764989053667,0.0,0.0,-0.010415911674499512,0.006332993507385254,0.0,0.0,Still
176.45369376133593,176.49722915483298,1.1583486530635696,0.5032892489992378,0.11452073717416052,0.06622782643431928,0.08647398237342717,0.019777077771763216,-0.02843675550971366,0.14760146782449723,0.8021483145703941,-0.04156836957642526,-0.0023006489782622366,-0.9440138758159318,-0.2616255298681058,Still
177.6496627946418,176.41149772913246,1.1959690333058859,-0.08573142570051573,0.1147939385488173,0.06639154547014514,0.08601016840508381,0.004961182903814023,-0.014054968737677493,-0.44896651114997554,0.43581172036473237,-0.038557883464928826,-0.0008407867316043738,0.09122685186352839,0.04423824989872311,Still
177.4356858233377,176.10148555703242,-0.2139769713041062,-0.31001217210004484,0.11554244789254944,0.0668119504696333,0.08581640272167518,0.012739545439035094,-0.005871687376019205,0.23570795561275973,0.24797822308055414,-0.06229859409910259,0.00120157545263117,-0.7194154737628414,0.06188976315865284,Still
176.57372737110282,175.4330669307833,-0.8619584522348873,-0.668418626249121,0.11671173168950957,0.06748376903261098,0.08551876033039242,0.020358138272050998,-0.009019466402507786,0.2308664494853304,-0.0953872432269267,-0.06299759402419582,0.005701274582833955,-0.021181815911915848,0.13635451909705407,Still
176.2824855611175,174.27678173208875,-0.29124180998530846,-1.1562851986945475,0.11726440703528836,0.06790517058246227,0.0852878291450404,0.012769743934887615,-0.006997914707636823,-0.2299513435504055,0.06125914226881705,-0.05901492003238562,0.001106749881395912,0.12068709066091501,-0.13922802125569828,Still
175.23032484647908,173.98255747854236,-1.0521607146384326,-0.29422425354638904,0.11793401243596689,0.06813199583704549,0.08479176682568533,0.006873492563127744,-0.015032191495608352,-0.17867428399272337,-0.24346293296883417,-0.04439146229715058,0.014367428692904385,0.44313508288591025,0.4018387518638931,Still
173.9124711968858,174.89684434758001,-1.3178536495932747,0.9142868690376531,0.11862623024640934,0.06876250264003507,0.08395489762340683,0.019106266757260015,-0.025359672796318285,0.3706901270949173,-0.3129539788093919,-0.030075058792576645,0.008046175494340209,0.4338304092295132,-0.19155312722921744,Still
171.52812023539562,175.62676318740128,-2.3843509614901848,0.7299188398212664,0.11884769798222304,0.06872702070095307,0.082395653174956,-0.001075210275212018,-0.04724983177123737,-0.6115599100749101,-0.6633381507551238,-0.026571479710665615,-0.006657206650936242,0.10616906308821301,-0.445557034705347,approach
