frame,landmark,x,y,z,visibility
0,NOSE,0.5026203393936157,0.3648150563240051,-0.3871772885322571,0.999946117401123
0,LEFT_EYE_INNER,0.5062665939331055,0.35794779658317566,-0.37706515192985535,0.9998887181282043
0,LEFT_EYE,0.5094630718231201,0.3584274649620056,-0.37736302614212036,0.9998605251312256
0,LEFT_EYE_OUTER,0.5121115446090698,0.35900038480758667,-0.37730616331100464,0.9998975992202759
0,RIGHT_EYE_INNER,0.4985256791114807,0.35768336057662964,-0.37874460220336914,0.9999321699142456
0,RIGHT_EYE,0.4954823851585388,0.358184278011322,-0.379029780626297,0.9999384880065918
0,RIGHT_EYE_OUTER,0.4928153157234192,0.35880592465400696,-0.37920162081718445,0.9999533295631409
0,LEFT_EAR,0.5143433809280396,0.364502489566803,-0.2853667736053467,0.9998323917388916
0,RIGHT_EAR,0.4897734522819519,0.3659193217754364,-0.29104554653167725,0.9997857809066772
0,MOUTH_LEFT,0.5072901248931885,0.3737148642539978,-0.34833645820617676,0.9998927116394043
0,MOUTH_RIGHT,0.49836254119873047,0.37439095973968506,-0.35169798135757446,0.9999042749404907
0,LEFT_SHOULDER,0.5392271876335144,0.4289480745792389,-0.19573752582073212,0.9999769926071167
0,RIGHT_SHOULDER,0.4770054221153259,0.429205060005188,-0.21274657547473907,0.9999662041664124
0,LEFT_ELBOW,0.556972861289978,0.48562052845954895,-0.24229124188423157,0.9426516890525818
0,RIGHT_ELBOW,0.46482425928115845,0.519934892654419,-0.24261164665222168,0.9369934797286987
0,LEFT_WRIST,0.5719714760780334,0.5326546430587769,-0.4200229048728943,0.9389857053756714
0,RIGHT_WRIST,0.46622633934020996,0.5813245177268982,-0.382386714220047,0.9591020941734314
0,LEFT_PINKY,0.5780507922172546,0.5435879826545715,-0.4644404351711273,0.933300793170929
0,RIGHT_PINKY,0.464643657207489,0.6000519394874573,-0.4288538098335266,0.9467111229896545
0,LEFT_INDEX,0.5762244462966919,0.5403810739517212,-0.4930656850337982,0.9393917322158813
0,RIGHT_INDEX,0.46755093336105347,0.5951767563819885,-0.4517905116081238,0.9514802098274231
0,LEFT_THUMB,0.5716375112533569,0.5366097092628479,-0.43573904037475586,0.9289770126342773
0,RIGHT_THUMB,0.4690767824649811,0.5886011719703674,-0.39620858430862427,0.9366600513458252
0,LEFT_HIP,0.525084376335144,0.5802422165870667,0.0035460107028484344,0.999970555305481
0,RIGHT_HIP,0.4887440800666809,0.5784048438072205,-0.003760476363822818,0.9999725818634033
0,LEFT_KNEE,0.5277283191680908,0.7654194235801697,0.012985949404537678,0.9028345346450806
0,RIGHT_KNEE,0.48845338821411133,0.7525819540023804,-0.023245489224791527,0.8921182155609131
0,LEFT_ANKLE,0.5203475952148438,0.9219131469726562,0.06538737565279007,0.9118276834487915
0,RIGHT_ANKLE,0.4881111681461334,0.9135608077049255,0.05671405792236328,0.9042307734489441
0,LEFT_HEEL,0.5157259702682495,0.9444441199302673,0.062467820942401886,0.8578319549560547
0,RIGHT_HEEL,0.49430614709854126,0.9368073344230652,0.05890680477023125,0.8461619019508362
0,LEFT_FOOT_INDEX,0.5286086797714233,0.9710029363632202,-0.05997871235013008,0.9155706763267517
0,RIGHT_FOOT_INDEX,0.4801509380340576,0.9580715894699097,-0.053570229560136795,0.9036847949028015
1,NOSE,0.5044260621070862,0.3662794828414917,-0.35992348194122314,0.999936580657959
1,LEFT_EYE_INNER,0.5081270933151245,0.35949668288230896,-0.3477327525615692,0.9998800754547119
1,LEFT_EYE,0.5110912919044495,0.35994258522987366,-0.348031222820282,0.9998494386672974
1,LEFT_EYE_OUTER,0.5137901306152344,0.36061719059944153,-0.3479612171649933,0.9998904466629028
1,RIGHT_EYE_INNER,0.5006982684135437,0.35983026027679443,-0.34916213154792786,0.9999259114265442
1,RIGHT_EYE,0.4980620741844177,0.3605491518974304,-0.3494352698326111,0.999932050704956
1,RIGHT_EYE_OUTER,0.4956408143043518,0.3613426983356476,-0.3496146500110626,0.9999493956565857
1,LEFT_EAR,0.5153905153274536,0.36887598037719727,-0.2582150995731354,0.9998112320899963
1,RIGHT_EAR,0.49240589141845703,0.368779718875885,-0.2638624310493469,0.9997483491897583
1,MOUTH_LEFT,0.5091103911399841,0.3769821226596832,-0.32313740253448486,0.9998812675476074
1,MOUTH_RIGHT,0.5011811256408691,0.3767130970954895,-0.32644122838974,0.9998920559883118
1,LEFT_SHOULDER,0.5391861200332642,0.43765702843666077,-0.18317124247550964,0.9999768137931824
1,RIGHT_SHOULDER,0.4788177013397217,0.4370589852333069,-0.1826915442943573,0.9999635219573975
1,LEFT_ELBOW,0.5482501983642578,0.5152921080589294,-0.1880008727312088,0.921420693397522
1,RIGHT_ELBOW,0.4677755832672119,0.5245410203933716,-0.19284477829933167,0.8897135257720947
1,LEFT_WRIST,0.5450430512428284,0.5844730734825134,-0.3113994002342224,0.9063217639923096
1,RIGHT_WRIST,0.46720975637435913,0.586427628993988,-0.3076481223106384,0.9161730408668518
1,LEFT_PINKY,0.5460110902786255,0.6091319918632507,-0.34456196427345276,0.8956522941589355
1,RIGHT_PINKY,0.46629929542541504,0.6062866449356079,-0.3480384945869446,0.8963980078697205
1,LEFT_INDEX,0.5460410714149475,0.609684944152832,-0.37098896503448486,0.9040396809577942
1,RIGHT_INDEX,0.46859437227249146,0.6024028062820435,-0.37151116132736206,0.903265118598938
1,LEFT_THUMB,0.5417903661727905,0.6005554795265198,-0.32358798384666443,0.8857642412185669
1,RIGHT_THUMB,0.4707201421260834,0.5961217284202576,-0.3206786513328552,0.8801234364509583
