frame,landmark,x,y,z,visibility
0,NOSE,0.5545157194137573,0.27667510509490967,-0.2550458610057831,0.9991347789764404
0,LEFT_EYE_INNER,0.55903559923172,0.2605736553668976,-0.2418869286775589,0.9990662932395935
0,LEFT_EYE,0.5623235702514648,0.25948959589004517,-0.2421170473098755,0.9991452097892761
0,LEFT_EYE_OUTER,0.5654854774475098,0.2586941123008728,-0.24206098914146423,0.999352753162384
0,RIGHT_EYE_INNER,0.5509864091873169,0.2622085213661194,-0.24018609523773193,0.998807966709137
0,RIGHT_EYE,0.5487092733383179,0.2623257637023926,-0.24046559631824493,0.9988868236541748
0,RIGHT_EYE_OUTER,0.5471057295799255,0.2620530128479004,-0.24062936007976532,0.9989678859710693
0,LEFT_EAR,0.5723997354507446,0.2621139883995056,-0.14523613452911377,0.9996582865715027
0,RIGHT_EAR,0.5478183627128601,0.2634733021259308,-0.13684864342212677,0.9976586103439331
0,MOUTH_LEFT,0.5625952482223511,0.2895961105823517,-0.21538667380809784,0.998555064201355
0,MOUTH_RIGHT,0.5526962876319885,0.29002463817596436,-0.21445436775684357,0.996873140335083
0,LEFT_SHOULDER,0.6045268774032593,0.3319629430770874,-0.07965832948684692,0.9999858736991882
0,RIGHT_SHOULDER,0.5330158472061157,0.3450595736503601,-0.062148600816726685,0.9989855289459229
0,LEFT_ELBOW,0.6222914457321167,0.43345120549201965,-0.04642666131258011,0.9947635531425476
0,RIGHT_ELBOW,0.5222335457801819,0.45477795600891113,-0.05406717583537102,0.177473247051239
0,LEFT_WRIST,0.6298336386680603,0.5355954170227051,-0.13243936002254486,0.9762797355651855
0,RIGHT_WRIST,0.5164840817451477,0.554234504699707,-0.15873192250728607,0.22712931036949158
0,LEFT_PINKY,0.6335842609405518,0.5604503750801086,-0.15640203654766083,0.957036554813385
0,RIGHT_PINKY,0.512945294380188,0.5794277787208557,-0.19037923216819763,0.23529545962810516
0,LEFT_INDEX,0.6293015480041504,0.5592443346977234,-0.18679706752300262,0.9540302753448486
0,RIGHT_INDEX,0.5178850293159485,0.5766407251358032,-0.21451401710510254,0.2372591346502304
0,LEFT_THUMB,0.6249415278434753,0.5531822443008423,-0.14522677659988403,0.907766580581665
0,RIGHT_THUMB,0.521929919719696,0.5685532689094543,-0.1715201884508133,0.23279672861099243
0,LEFT_HIP,0.5912403464317322,0.5648026466369629,-0.006450534798204899,0.9999735355377197
0,RIGHT_HIP,0.5534299612045288,0.5670469403266907,0.006277178414165974,0.9999276995658875
0,LEFT_KNEE,0.59540855884552,0.7205601930618286,-0.0023677353747189045,0.9674314856529236
0,RIGHT_KNEE,0.555296778678894,0.7235364317893982,0.017977794632315636,0.5468693375587463
0,LEFT_ANKLE,0.5950990319252014,0.8751605749130249,0.123646579682827,0.9871262311935425
0,RIGHT_ANKLE,0.5641883015632629,0.8714439272880554,0.15084439516067505,0.828967809677124
0,LEFT_HEEL,0.5948793888092041,0.8902573585510254,0.12922124564647675,0.9326288104057312
0,RIGHT_HEEL,0.5705733895301819,0.8907663822174072,0.1593804508447647,0.8567402958869934
0,LEFT_FOOT_INDEX,0.5843278765678406,0.9212162494659424,0.005499479826539755,0.9830451607704163
0,RIGHT_FOOT_INDEX,0.5512111783027649,0.9191321730613708,0.046642035245895386,0.8908146023750305
1,NOSE,0.5590271353721619,0.27353063225746155,-0.25265032052993774,0.9992193579673767
1,LEFT_EYE_INNER,0.5635784864425659,0.2571062743663788,-0.23951372504234314,0.9991545677185059
1,LEFT_EYE,0.5670479536056519,0.2560034692287445,-0.23974192142486572,0.9992251992225647
1,LEFT_EYE_OUTER,0.5703409910202026,0.2553103268146515,-0.23968461155891418,0.9994128942489624
1,RIGHT_EYE_INNER,0.5551966428756714,0.2591957151889801,-0.2374841719865799,0.9989237189292908
1,RIGHT_EYE,0.5526397824287415,0.2595823407173157,-0.23776045441627502,0.998995304107666
1,RIGHT_EYE_OUTER,0.5508280396461487,0.2595420479774475,-0.23792250454425812,0.9990686178207397
1,LEFT_EAR,0.5770988464355469,0.2603360414505005,-0.1445552259683609,0.9996877908706665
1,RIGHT_EAR,0.5499879121780396,0.2621755301952362,-0.13412615656852722,0.9978845119476318
1,MOUTH_LEFT,0.567276120185852,0.2864360809326172,-0.2135191708803177,0.9986965656280518
1,MOUTH_RIGHT,0.5569868683815002,0.2873847186565399,-0.21215836703777313,0.9971826076507568
1,LEFT_SHOULDER,0.6099095940589905,0.33584949374198914,-0.0709623321890831,0.9999863505363464
1,RIGHT_SHOULDER,0.5304098725318909,0.3492391109466553,-0.06030425429344177,0.9990841746330261
1,LEFT_ELBOW,0.6281417012214661,0.43502289056777954,-0.0367606058716774,0.9948784112930298
1,RIGHT_ELBOW,0.519155740737915,0.45556679368019104,-0.053647011518478394,0.2581946551799774
1,LEFT_WRIST,0.6348580121994019,0.5355799794197083,-0.12163305282592773,0.9784462451934814
1,RIGHT_WRIST,0.5124359726905823,0.5541616678237915,-0.1612471640110016,0.30365410447120667
1,LEFT_PINKY,0.6385650634765625,0.5605948567390442,-0.14560510218143463,0.9609329104423523
1,RIGHT_PINKY,0.5087006092071533,0.5804746747016907,-0.19339430332183838,0.31041768193244934
1,LEFT_INDEX,0.634162187576294,0.5595204830169678,-0.17604705691337585,0.9582954049110413
1,RIGHT_INDEX,0.5137032866477966,0.5772176384925842,-0.21762260794639587,0.312369704246521
1,LEFT_THUMB,0.6299219131469727,0.5531740188598633,-0.13437534868717194,0.9164941310882568
1,RIGHT_THUMB,0.5180864334106445,0.5683993697166443,-0.17421051859855652,0.30795684456825256
