frame,landmark,x,y,z,visibility
0,NOSE,0.561886727809906,0.13918018341064453,-0.45916593074798584,0.999610424041748
0,LEFT_EYE_INNER,0.5810086727142334,0.12385113537311554,-0.4342811405658722,0.9991289377212524
0,LEFT_EYE,0.5951429009437561,0.1241765096783638,-0.43516042828559875,0.999004065990448
0,LEFT_EYE_OUTER,0.6063088178634644,0.12445913255214691,-0.43515264987945557,0.9993170499801636
0,RIGHT_EYE_INNER,0.5472873449325562,0.1233169361948967,-0.43594300746917725,0.9994579553604126
0,RIGHT_EYE,0.5371572971343994,0.12350305169820786,-0.4369000792503357,0.9995059967041016
0,RIGHT_EYE_OUTER,0.5266795754432678,0.12334956228733063,-0.43734851479530334,0.9996407628059387
0,LEFT_EAR,0.6169856190681458,0.13167579472064972,-0.2700174152851105,0.9994755387306213
0,RIGHT_EAR,0.5110023021697998,0.13132821023464203,-0.27436327934265137,0.999268651008606
0,MOUTH_LEFT,0.5835732221603394,0.1560145616531372,-0.3896983563899994,0.9996965527534485
0,MOUTH_RIGHT,0.5413011908531189,0.15579240024089813,-0.3963361084461212,0.9997084736824036
0,LEFT_SHOULDER,0.7001643776893616,0.24256259202957153,-0.1848660707473755,0.9999775290489197
0,RIGHT_SHOULDER,0.4148406982421875,0.23994724452495575,-0.15603037178516388,0.9999632239341736
0,LEFT_ELBOW,0.7407824993133545,0.3718688488006592,-0.09571480751037598,0.9597054719924927
0,RIGHT_ELBOW,0.3717816472053528,0.36545243859291077,-0.10571864247322083,0.9653815031051636
0,LEFT_WRIST,0.7781942486763,0.4853534400463104,-0.19292505085468292,0.9763592481613159
0,RIGHT_WRIST,0.3426046669483185,0.4834219813346863,-0.19942480325698853,0.9901348352432251
0,LEFT_PINKY,0.7881929278373718,0.5226097106933594,-0.21910741925239563,0.9695245623588562
0,RIGHT_PINKY,0.3328341543674469,0.5210872888565063,-0.23307353258132935,0.987466037273407
0,LEFT_INDEX,0.7671804428100586,0.5207771062850952,-0.2887893319129944,0.9725836515426636
0,RIGHT_INDEX,0.3524841368198395,0.5229682922363281,-0.3016246259212494,0.9883460402488708
0,LEFT_THUMB,0.7530286312103271,0.5087075233459473,-0.21796400845050812,0.9675074815750122
0,RIGHT_THUMB,0.36455121636390686,0.5100354552268982,-0.2304457724094391,0.9857028126716614
0,LEFT_HIP,0.6422275900840759,0.4864034950733185,-0.008933907374739647,0.9999793767929077
0,RIGHT_HIP,0.47466206550598145,0.48255446553230286,0.008168458007276058,0.9999773502349854
0,LEFT_KNEE,0.6472257375717163,0.6538867354393005,0.0884864404797554,0.9385703802108765
0,RIGHT_KNEE,0.47989603877067566,0.6633954048156738,0.0047886609099805355,0.9543986916542053
0,LEFT_ANKLE,0.6379839181900024,0.7974642515182495,0.37859028577804565,0.9523926973342896
0,RIGHT_ANKLE,0.4977937936782837,0.8031843900680542,0.2666328251361847,0.9691291451454163
0,LEFT_HEEL,0.6185300946235657,0.8094477653503418,0.39312225580215454,0.7446624040603638
0,RIGHT_HEEL,0.5154239535331726,0.8122010231018066,0.2867245078086853,0.7885724902153015
0,LEFT_FOOT_INDEX,0.6684592366218567,0.8739928603172302,0.19685134291648865,0.9529514312744141
0,RIGHT_FOOT_INDEX,0.4885178506374359,0.8781404495239258,0.10829564183950424,0.9639190435409546
1,NOSE,0.5525450706481934,0.1456158310174942,-0.4625200629234314,0.9996324777603149
1,LEFT_EYE_INNER,0.569843590259552,0.12938573956489563,-0.4388403296470642,0.9991759657859802
1,LEFT_EYE,0.5820888876914978,0.1295919567346573,-0.43970784544944763,0.9990589022636414
1,LEFT_EYE_OUTER,0.5931305885314941,0.12997494637966156,-0.43970784544944763,0.9993532299995422
1,RIGHT_EYE_INNER,0.5355640053749084,0.12829294800758362,-0.4405766427516937,0.9994874000549316
1,RIGHT_EYE,0.526536762714386,0.12818442285060883,-0.4415263235569,0.9995343685150146
1,RIGHT_EYE_OUTER,0.516559362411499,0.12797437608242035,-0.4419630169868469,0.9996609091758728
1,LEFT_EAR,0.6065300107002258,0.13736949861049652,-0.2786332368850708,0.9994984865188599
1,RIGHT_EAR,0.5018258094787598,0.1350060999393463,-0.2836354672908783,0.9993016719818115
1,MOUTH_LEFT,0.5734436511993408,0.16276219487190247,-0.3947024941444397,0.9997087717056274
1,MOUTH_RIGHT,0.5332436561584473,0.16115865111351013,-0.4014665186405182,0.9997224807739258
1,LEFT_SHOULDER,0.6936998963356018,0.2455397993326187,-0.19099336862564087,0.9999778270721436
1,RIGHT_SHOULDER,0.4060456454753876,0.2445085197687149,-0.1704569011926651,0.9999639391899109
1,LEFT_ELBOW,0.7311050891876221,0.37187179923057556,-0.09548963606357574,0.9608929753303528
1,RIGHT_ELBOW,0.3620351552963257,0.36894044280052185,-0.13146676123142242,0.9672045111656189
1,LEFT_WRIST,0.7709475755691528,0.48310452699661255,-0.18243563175201416,0.9773898124694824
1,RIGHT_WRIST,0.3392750322818756,0.4834127128124237,-0.23718172311782837,0.9906387329101562
1,LEFT_PINKY,0.7835854291915894,0.519441545009613,-0.20658086240291595,0.9706073999404907
1,RIGHT_PINKY,0.3293772041797638,0.5206185579299927,-0.2731972634792328,0.9879376888275146
1,LEFT_INDEX,0.7654117941856384,0.5182386040687561,-0.2785613238811493,0.9735720753669739
1,RIGHT_INDEX,0.35121190547943115,0.5212329626083374,-0.3430996239185333,0.9888089895248413
1,LEFT_THUMB,0.7497493624687195,0.5065403580665588,-0.20829249918460846,0.9686119556427002
